"Fusions"	"Cancer_Types"	"DB"	"Jackson"	"Fusion"	"Cosmic"	"ChiTaRS"	"TICdb"	"ConjoinG"	"Count"
"LRRK2--GXYLT1"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LRRK2--LRRK2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LRRN2--CTSS"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LRRN2--KCNMA1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LRRN4--MCM8"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LRRTM4--TRAF3IP3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LRSAM1--DENND1A"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LRSAM1--GARNL3"	"LUSC,LUSC"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"LRSAM1--PER2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LRTOMT--FOLR1"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LRTOMT--LRTOMT"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LRTOMT--MTSS1L"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LRTOMT--NFIC"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LRTOMT--TOMM40"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LRTOMT--UVRAG"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"LSAMP--C3orf70"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LSAMP--CRHR2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSAMP--GAP43"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSAMP--LSAMP"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"LSM1--WHSC1L1"	"LUSC,LUSC"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"LSM1--ZMAT4"	"BRCA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"LSM12--ATP5S"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM12--ITGA2B"	"UCS"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LSM12--TIA1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM14A--ACTN4"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LSM14A--DCTN2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM14A--FXYD3"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM14A--KIAA0355"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM14A--LSM14A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM14A--PAG1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM14A--STAG2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM14A--TDRD12"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LSM14A--TMTC2"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LSM14B--RAP1B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM3--AKR1A1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM3--HNRNPH3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM3--MTIF2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM3--NDUFA6"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM4--ATP11A"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSM4--LSM4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSMD1--YLPM1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSR--CHMP1A"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LSR--NLRP2"	"ESCA,ESCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LSS--EIF4ENIF1"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LST1--KIAA0247"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTA4H--ADCY2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTA4H--BTBD11"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LTA4H--CDK17"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTA4H--RPLP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP1--BIRC6"	"BRCA,LUSC"	"3"	"7"	"0"	"0"	"0"	"0"	"0"	"10"
"LTBP1--CDH23"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LTBP1--CLIP4"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP1--PLB1"	"BLCA,BLCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LTBP1--TTC27"	"BRCA,UCEC"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"LTBP2--CYB561"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP2--LTBP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP2--PLCB2"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LTBP3--ARPC2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP3--CERS3"	"HNSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP3--CYHR1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP3--LTBP3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP3--RAP1GAP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP4--LTBP4"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"LTBP4--MYO1B"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBP4--STAB1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBR--SCNN1A"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTBR--WDTC1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTN1--RWDD2B"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LTV1--ATG5"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LTV1--LTV1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L--ATXN2L"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L--AXIN1"	"LGG,OV"	"2"	"3"	"0"	"0"	"0"	"0"	"0"	"5"
"LUC7L--HOOK2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L--LUC7L"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LUC7L--NFE2L2"	"COAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L--YME1L1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L2--CHD2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L2--JAKMIP1"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"LUC7L2--LUC7L2"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LUC7L2--NBAS"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L2--SERF2"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L3--ABCC3"	"BRCA,BRCA"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"LUC7L3--C17orf64"	"BRCA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"LUC7L3--IKZF3"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LUC7L3--LOC550643"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L3--MIA-RAB4B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L3--SCGB3A1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUC7L3--SP100"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUZP1--CDYL"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUZP1--GNB1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUZP1--NEDD4L"	"BLCA,BLCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LUZP1--SORL1"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LUZP1--SUGP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LUZP2--ABCB7"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LY6D--LY6D"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LY6E--COL15A1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LY6E--LY6E"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LY6E--ZNF511"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LY75-CD302--CCDC148"	"LUAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LY75-CD302--LY75-CD302"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYAR--COL6A3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYAR--LYAR"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYN--LYN"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYN--NTRK3"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LYN--TGS1"	"HNSC"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LYPD1--NCKAP5"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LYPLA1--PFKP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYPLAL1--GPATCH2"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYPLAL1--KCTD3"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYRM1--EP300"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYRM2--KIAA1467"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYRM4--RPP40"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYRM5--CASC1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYSMD2--SLC24A5"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LYSMD4--SEC14L1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYST--DISC1"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LYST--NARS2"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"LYST--NID1"	"LUAD,LUAD"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"LYST--SFTPB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYZ--AFF1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYZ--AP4M1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYZ--CCT2"	"ESCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"LYZ--DDOST"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYZ--HINT3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYZ--MS4A7"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYZ--RSAD2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYZ--ZNF667"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LYZ--ZZZ3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LZTR1--LZTR1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"LZTS2--LZTS2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACC1--DNAH11"	"KIRC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--2.Mar"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--AKIRIN1"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MACF1--B4GALT2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--BRAF"	"THCA,THCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MACF1--C12orf23"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--C1D"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--CLASP1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--DAB1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--FAF1"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MACF1--GRIK3"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MACF1--INADL"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MACF1--LOC728558"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--LYPLA1"	"LUSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--PHF14"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--PTPRU"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACF1--SERPINA5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD1--BAD"	"ESCA,SKCM"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"MACROD1--MACROD1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD1--NRXN2"	"BLCA,BLCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MACROD1--PITPNM1"	"BRCA,BRCA"	"2"	"1"	"0"	"0"	"0"	"0"	"0"	"3"
"MACROD2--DCLK2"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD2--IFNGR2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD2--KIF16B"	"OV"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD2--MACROD2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MACROD2--TASP1"	"LUAD,LUAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAD1L1--CHST12"	"CESC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAD1L1--MAD1L1"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"MAD1L1--PRKAR1B"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAD1L1--SERGEF"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAD2L1--FAM168B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAD2L2--LOC100507412"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MADD--MADD"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"MAEA--CTBP1"	"LAML,LAML"	"1"	"2"	"0"	"0"	"0"	"0"	"0"	"3"
"MAEA--MAEA"	"NA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"MAEA--TMEM71"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAEA--ZFYVE28"	"BLCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAF1--CSNK1D"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAF1--SURF4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAF1--TMEM205"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAFB--WDR48"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAFF--MICALL1"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAFF--OSBP2"	"SARC,SARC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAFF--RCOR1"	"ESCA,ESCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAFG--ANXA6"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAFIP--SNX5"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAFIP--TUBB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAFK--DAB2IP"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAFK--MAFK"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAG--NMNAT3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGEA4--SMPD1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGEA5--MAGEA10"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGED1--CYP4F2"	"LUSC,LUSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAGED1--LUC7L"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGED1--MAGED1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGED1--RAB18"	"CHOL"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"MAGED2--HNRPDL"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGED2--MAGED2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGED2--MDH1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGED2--MPHOSPH8"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGED2--SCAMP4"	"PRAD,PRAD"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAGED4B--CERKL"	"LGG"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI1--DPH3"	"HNSC,HNSC"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAGI1--FOXO1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI1--JUN"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI1--MAGI1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI1--MITF"	"THYM,THYM"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAGI1--SPRY4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI1--TBC1D30"	"PRAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI2--CTNNA2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI2--MAP6D1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI2--VWC2"	"LGG,LGG"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAGI2-AS3--TCERG1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI3--ATF6"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI3--DENND5A"	"OV,OV"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAGI3--MAGI3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI3--NOTCH2"	"BRCA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"MAGI3--NOTCH2NL"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI3--RAP1A"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAGI3--RGS18"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGI3--SPAG17"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGOH--NDUFS4"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGOH--SH3GL1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGOHB--CSDA"	"ESCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGOHB--TAGLN2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAGT1--UGDH"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAK--ELOVL2"	"BRCA,BRCA"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"2"
"MAK16--ANGPT2"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAL--CSNK1D"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAL--KRT4"	"HNSC"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAL--RGL1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAL2--ARFGEF1"	"LUAD"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAL2--LEPRE1"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"MAL2--ZMIZ1-AS1"	"BRCA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MAL2--ZNF770"	"PRAD"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"MALAT1--ANKRD44"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--APOB"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--B3GNT2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--BHLHE40"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--C2orf43"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--CCNI"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--CD59"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--CDH2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--CLGN"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--CNOT8"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--COQ10B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--CTSZ"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--CYLC2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--DBN1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--ESR1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--FADS1"	"BRCA"	"3"	"0"	"0"	"0"	"0"	"0"	"0"	"3"
"MALAT1--FKBP15"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--GAPDH"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--GNA12"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"MALAT1--HBA2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--HDAC3"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"MALAT1--HNRNPUL1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--HS1BP3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--HSP90AA1"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
"MALAT1--IPO13"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--KIAA1199"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--LAMB1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--LAMP2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--LIFR"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--LRP1B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--MALAT1"	"NA"	"44"	"0"	"0"	"0"	"0"	"0"	"0"	"44"
"MALAT1--MAML2"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--MAP4K3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--MBD3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--MEG3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--MGAT4B"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--MIR548H3"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--MLH1"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--MNT"	"NA"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"1"
"MALAT1--MUC7"	"NA"	"2"	"0"	"0"	"0"	"0"	"0"	"0"	"2"
